"id","timestamp","owmtemperature","temperature","owmpressure","pressure","owmhumidity","humidity","sensorwindspeed","owmwindspeed","owmwinddegree","light","owmweathername","owmweatherdesc"
"182","2016-01-04 14:06:14","6.238888634575738",NULL,"995",NULL,"75",NULL,"-1","8.859999656677246","230","-1","Rain","light rain"
"183","2016-01-04 14:06:44","6.238888634575738",NULL,"995",NULL,"75",NULL,"-1","8.859999656677246","230","-1","Rain","light rain"
"184","2016-01-04 14:07:14","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"185","2016-01-04 14:07:44","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"186","2016-01-04 14:08:14","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"187","2016-01-04 14:08:44","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"188","2016-01-04 14:09:14","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"189","2016-01-04 14:09:45","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"190","2016-01-04 14:10:16","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"191","2016-01-04 14:10:46","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"192","2016-01-04 14:11:16","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"193","2016-01-04 14:11:46","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"194","2016-01-04 14:12:16","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
"195","2016-01-04 14:12:47","6.577777862548828",NULL,"995",NULL,"75",NULL,"-1","6.699999809265137","230","-1","Rain","moderate rain"
